name,country,source,rname
University of Cincinnati,,qs,University of Cincinnati
University of Limerick,,qs,University of Limerick
University of Macau,,qs,University of Macau
University of Nebraska-Lincoln,,qs,University of Nebraska-Lincoln
University of Oklahoma,,qs,University of Oklahoma
University of Pretoria,,qs,University of Pretoria
University of South Florida,,qs,University of South Florida
University of Szeged,,qs,University of Szeged
Yokohama City University,,qs,Yokohama City University
Abo Akademi University,,qs,Abo Akademi University
Ateneo de Manila University,,qs,Ateneo de Manila University
Bar-Ilan University,,qs,Bar-Ilan University
Beihang University (former BUAA),,qs,Beihang University (former BUAA)
Chiang Mai University,,qs,Chiang Mai University
College of William & Mary,,qs,College of William & Mary
Coventry University,,qs,Coventry University
Dalian University of Technology,,qs,Dalian University of Technology
East China University of Science and Technology,,qs,East China University of Science and Technology
Flinders University,,qs,Flinders University
Howard University,,qs,Howard University
Instituto Tecnológico de Buenos Aires (ITBA),,qs,Instituto Tecnológico de Buenos Aires (ITBA)
Iran University of Science and Technology,,qs,Iran University of Science and Technology
Justus-Liebig-University Giessen,,qs,Justus-Liebig-University Giessen
Kanazawa University,,qs,Kanazawa University
Kumamoto University,,qs,Kumamoto University
"Lingnan University, Hong Kong",,qs,"Lingnan University, Hong Kong"
Masaryk University,,qs,Masaryk University
Michigan Technological University,,qs,Michigan Technological University
Nagasaki University,,qs,Nagasaki University
National Research Saratov State University,,qs,National Research Saratov State University
Osaka City University,,qs,Osaka City University
Philipps-Universität Marburg,,qs,Philipps-Universität Marburg
Sejong University,,qs,Sejong University
Shandong University,,qs,Shandong University
Sichuan University,,qs,Sichuan University
South China University of Technology,,qs,South China University of Technology
Southern Federal University,,qs,Southern Federal University
Tokyo University of Agriculture and Technology,,qs,Tokyo University of Agriculture and Technology
Umm Al-Qura University,,qs,Umm Al-Qura University
Universidad de Alcalá,,qs,Universidad de Alcalá
Universidad Nacional de La Plata (UNLP),,qs,Universidad Nacional de La Plata (UNLP)
Universidade Federal de Minas Gerais,,qs,Universidade Federal de Minas Gerais
Università degli Studi di Pavia,,qs,Università degli Studi di Pavia
University of Turin,,qs,University of Turin
University of Bayreuth,,qs,University of Bayreuth
Universitat de Valencia,,qs,Universitat de Valencia
"Université Lille 1, Sciences et Technologies",,qs,"Université Lille 1, Sciences et Technologies"
Université Panthéon-Assas (Paris 2),,qs,Université Panthéon-Assas (Paris 2)
University of Canberra,,qs,University of Canberra
University of Jordan,,qs,University of Jordan
University of Kentucky,,qs,University of Kentucky
University of Manitoba,,qs,University of Manitoba
University of Mons,,qs,University of Mons
University of Oregon,,qs,University of Oregon
University of Science and Technology Beijing,,qs,University of Science and Technology Beijing
University of Tampere,,qs,University of Tampere
University of Ulsan,,qs,University of Ulsan
University of Vermont,,qs,University of Vermont
University of Westminster,,qs,University of Westminster
Vilnius Gediminas Technical University,,qs,Vilnius Gediminas Technical University
Western Sydney University,,qs,Western Sydney University
American University in Dubai,,qs,American University in Dubai
Brno University of Technology,,qs,Brno University of Technology
Central Queensland University,,qs,Central Queensland University
Chonnam National University,,qs,Chonnam National University
Far Eastern Federal University,,qs,Far Eastern Federal University
Indiana University–Purdue University Indianapolis,,qs,Indiana University–Purdue University Indianapolis
Inha University,,qs,Inha University
Istanbul Technical University,,qs,Istanbul Technical University
ITMO University,,qs,ITMO University
Jadavpur University,,qs,Jadavpur University
Jordan University of Science & Technology,,qs,Jordan University of Science & Technology
Keele University,,qs,Keele University
Lanzhou University,,qs,Lanzhou University
Lebanese American University,,qs,Lebanese American University
National Chengchi University,,qs,National Chengchi University
National Chung Hsing University,,qs,National Chung Hsing University
National Taipei University of Technology,,qs,National Taipei University of Technology
The New School,,qs,The New School
Tallinn University of Technology,,qs,Tallinn University of Technology
TU Dortmund University,,qs,TU Dortmund University
Thammasat University,,qs,Thammasat University
Universidad Anahuac,,qs,Universidad Anahuac
Universidad de Antioquia,,qs,Universidad de Antioquia
Universidad de la Habana,,qs,Universidad de la Habana
University of Salamanca,,qs,University of Salamanca
Universidad de San Andrés - UdeSA,,qs,Universidad de San Andrés - UdeSA
Universidad de Sevilla,,qs,Universidad de Sevilla
Universidad Iberoamericana IBERO,,qs,Universidad Iberoamericana IBERO
Universidade de Santiago de Compostela,,qs,Universidade de Santiago de Compostela
Universität Duisburg-Essen,,qs,Universität Duisburg-Essen
Université de Sherbrooke,,qs,Université de Sherbrooke
Université Nice Sophia Antipolis,,qs,Université Nice Sophia Antipolis
Universiti Teknologi Petronas (Petronas),,qs,Universiti Teknologi Petronas (Petronas)
University of Bradford,,qs,University of Bradford
University of Haifa,,qs,University of Haifa
University of Houston,,qs,University of Houston
University of Hull,,qs,University of Hull
University of Hyderabad,,qs,University of Hyderabad
University of Johannesburg,,qs,University of Johannesburg
University of Kufa,,qs,University of Kufa
University of Massachusetts - Boston,,qs,University of Massachusetts - Boston
"University of Missouri, Columbia",,qs,"University of Missouri, Columbia"
University of Portsmouth,,qs,University of Portsmouth
University of South Carolina,,qs,University of South Carolina
University of Tehran,,qs,University of Tehran
Ulster University,,qs,Ulster University
University of Zagreb,,qs,University of Zagreb
Warsaw University of Technology,,qs,Warsaw University of Technology
Ajou University,,qs,Ajou University
Anna University,,qs,Anna University
Beijing Foreign Studies University,,qs,Beijing Foreign Studies University
Carleton University,,qs,Carleton University
Charles Darwin University,,qs,Charles Darwin University
Clarkson University,,qs,Clarkson University
Dublin Institute of Technology,,qs,Dublin Institute of Technology
Karaganda State University named after academician E.A.Buketov,,qs,Karaganda State University named after academician E.A.Buketov
Eötvös Lorànd University,,qs,Eötvös Lorànd University
Gifu University,,qs,Gifu University
Hallym University,,qs,Hallym University
Instituto Politécnico Nacional (IPN),,qs,Instituto Politécnico Nacional (IPN)
Instituto Tecnológico Autónomo de México (ITAM),,qs,Instituto Tecnológico Autónomo de México (ITAM)
Kagoshima University,,qs,Kagoshima University
Kazakh-British Technical University,,qs,Kazakh-British Technical University
Konkuk University,,qs,Konkuk University
Kuwait University,,qs,Kuwait University
Louisiana State University,,qs,Louisiana State University
Missouri University of Science and Technology,,qs,Missouri University of Science and Technology
National and Kapodistrian University of Athens,,qs,National and Kapodistrian University of Athens
Quaid-i-Azam University,,qs,Quaid-i-Azam University
Riga Technical University,,qs,Riga Technical University
"Rutgers - The State University of New Jersey, Newark",,qs,"Rutgers - The State University of New Jersey, Newark"
Shanghai International Studies University,,qs,Shanghai International Studies University
Stevens Institute of Technology,,qs,Stevens Institute of Technology
Temple University,,qs,Temple University
Tokyo Metropolitan University,,qs,Tokyo Metropolitan University
Universidad Adolfo Ibàñez,,qs,Universidad Adolfo Ibàñez
Universidad Católica Andres Bello,,qs,Universidad Católica Andres Bello
Universidad Central de Venezuela,,qs,Universidad Central de Venezuela
Universidad de Concepción,,qs,Universidad de Concepción
Universidad del Pais Vasco,,qs,Universidad del Pais Vasco
Universidad Torcuato Di Tella,,qs,Universidad Torcuato Di Tella
Universidade Católica Portuguesa - UCP,,qs,Universidade Católica Portuguesa - UCP
Universidade de Brasília,,qs,Universidade de Brasília
Universidade Federal de São Carlos (UFSCAR),,qs,Universidade Federal de São Carlos (UFSCAR)
Bielefeld University,,qs,Bielefeld University
University Duesseldorf,,qs,University Duesseldorf
Université de Rennes 1,,qs,Université de Rennes 1
University at Albany SUNY,,qs,University at Albany SUNY
University of Alabama,,qs,University of Alabama
University of Crete,,qs,University of Crete
University of Debrecen,,qs,University of Debrecen
University of Ljubljana,,qs,University of Ljubljana
University of Milano-Bicocca,,qs,University of Milano-Bicocca
University of Minho,,qs,University of Minho
University of Seoul,,qs,University of Seoul
University of Windsor,,qs,University of Windsor
Virginia Commonwealth University,,qs,Virginia Commonwealth University
Worcester Polytechnic Institute,,qs,Worcester Polytechnic Institute
Ain Shams University,,qs,Ain Shams University
Airlangga University,,qs,Airlangga University
Beijing Jiaotong University,,qs,Beijing Jiaotong University
Beijing University of Technology,,qs,Beijing University of Technology
Bournemouth University,,qs,Bournemouth University
China Agricultural University,,qs,China Agricultural University
Clemson University,,qs,Clemson University
Comenius University in Bratislava,,qs,Comenius University in Bratislava
Dankook University,,qs,Dankook University
De La Salle University,,qs,De La Salle University
Hunan University,,qs,Hunan University
International Islamic University Malaysia (IIUM),,qs,International Islamic University Malaysia (IIUM)
Kaunas University of Technology,,qs,Kaunas University of Technology
Khazar University,,qs,Khazar University
Kyungpook National University,,qs,Kyungpook National University
Lahore University of Management Sciences (LUMS),,qs,Lahore University of Management Sciences (LUMS)
Lobachevsky University,,qs,Lobachevsky University
London Metropolitan University,,qs,London Metropolitan University
Manipal Academy of Higher Education,,qs,Manipal Academy of Higher Education
Maynooth University,,qs,Maynooth University
Memorial University of Newfoundland,,qs,Memorial University of Newfoundland
Middlesex University,,qs,Middlesex University
"National Technical University  ""Kharkiv Polytechnic Institute""",,qs,"National Technical University  ""Kharkiv Polytechnic Institute"""
Niigata University,,qs,Niigata University
Osaka Prefecture University,,qs,Osaka Prefecture University
Palacký University in Olomouc,,qs,Palacký University in Olomouc
Pontificia Universidad Católica de Valparaíso,,qs,Pontificia Universidad Católica de Valparaíso
Rhodes University,,qs,Rhodes University
Smith College,,qs,Smith College
"Sofia University ""St. Kliment Ohridski""",,qs,"Sofia University ""St. Kliment Ohridski"""
Sophia University,,qs,Sophia University
Southern Methodist University,,qs,Southern Methodist University
Texas Tech University,,qs,Texas Tech University
Tokyo University of Science,,qs,Tokyo University of Science
Universidad de la República (UdelaR),,qs,Universidad de la República (UdelaR)
Universidad San Francisco de Quito (USFQ),,qs,Universidad San Francisco de Quito (USFQ)
Universidad Nacional de Córdoba - UNC,,qs,Universidad Nacional de Córdoba - UNC
Ca' Foscari University of Venice,,qs,Ca' Foscari University of Venice
University of Genoa,,qs,University of Genoa
University of Modena and Reggio Emilia,,qs,University of Modena and Reggio Emilia
University of Trieste,,qs,University of Trieste
Universiti Utara Malaysia (UUM),,qs,Universiti Utara Malaysia (UUM)
University of Brighton,,qs,University of Brighton
University of Bucharest,,qs,University of Bucharest
University of Central Florida,,qs,University of Central Florida
University of Denver,,qs,University of Denver
University of Dhaka,,qs,University of Dhaka
University of Kwazulu-Natal,,qs,University of Kwazulu-Natal
University of Latvia,,qs,University of Latvia
University of Patras,,qs,University of Patras
Plymouth University,,qs,Plymouth University
University of Sharjah,,qs,University of Sharjah
University of Wyoming,,qs,University of Wyoming
Victoria University,,qs,Victoria University
Abu Dhabi University,,qs,Abu Dhabi University
Alexandria University,,qs,Alexandria University
Al-Imam Mohammad Ibn Saud Islamic University,,qs,Al-Imam Mohammad Ibn Saud Islamic University
Alpen-Adria-Universitaet Klagenfurt,,qs,Alpen-Adria-Universitaet Klagenfurt
Belarusian National Technical University (BNTU),,qs,Belarusian National Technical University (BNTU)
Bogor Agricultural University,,qs,Bogor Agricultural University
Brigham Young University,,qs,Brigham Young University
Budapest University of Technology and Economics,,qs,Budapest University of Technology and Economics
Edith Cowan University,,qs,Edith Cowan University
Florida International University,,qs,Florida International University
Georgia State University,,qs,Georgia State University
Gunma University,,qs,Gunma University
Hacettepe University,,qs,Hacettepe University
Kansas State University,,qs,Kansas State University
Kasetsart University,,qs,Kasetsart University
King Faisal University,,qs,King Faisal University
Loyola University Chicago,,qs,Loyola University Chicago
Nagoya Institute of Technology (NIT),,qs,Nagoya Institute of Technology (NIT)
Northumbria University at Newcastle,,qs,Northumbria University at Newcastle
Paris Lodron University of Salzburg,,qs,Paris Lodron University of Salzburg
Universidad Autónoma Metropolitana (UAM),,qs,Universidad Autónoma Metropolitana (UAM)
Universidad de La Sabana,,qs,Universidad de La Sabana
Universidad Diego Portales (UDP),,qs,Universidad Diego Portales (UDP)
Universidad Simón Bolívar (USB),,qs,Universidad Simón Bolívar (USB)
Universidade Federal de Santa Catarina,,qs,Universidade Federal de Santa Catarina
Universita' degli Studi di Ferrara,,qs,Universita' degli Studi di Ferrara
Università degli Studi di Perugia,,qs,Università degli Studi di Perugia
Università degli studi Roma Tre,,qs,Università degli studi Roma Tre
University of  Lorraine,,qs,University of  Lorraine
Université de Nantes,,qs,Université de Nantes
Université Lumière Lyon 2,,qs,Université Lumière Lyon 2
Université Toulouse 1 Capitole,,qs,Université Toulouse 1 Capitole
Universiti Teknologi MARA - UiTM,,qs,Universiti Teknologi MARA - UiTM
University of Brescia,,qs,University of Brescia
University of Calcutta,,qs,University of Calcutta
University of Colombo,,qs,University of Colombo
University of Hertfordshire,,qs,University of Hertfordshire
University of Huddersfield,,qs,University of Huddersfield
University of New Hampshire,,qs,University of New Hampshire
University of Pécs,,qs,University of Pécs
University of Salford,,qs,University of Salford
University of Southern Queensland,,qs,University of Southern Queensland
University of Tulsa,,qs,University of Tulsa
Yamaguchi University,,qs,Yamaguchi University
Yeungnam University,,qs,Yeungnam University
Yokohama National University,,qs,Yokohama National University
"Adam Mickiewicz University, Poznań",,qs,"Adam Mickiewicz University, Poznań"
AGH University of Science and Technology,,qs,AGH University of Science and Technology
Al Azhar University,,qs,Al Azhar University
Alexandru Ioan Cuza University,,qs,Alexandru Ioan Cuza University
"Aligarh Muslim University (AMU), Aligarh",,qs,"Aligarh Muslim University (AMU), Aligarh"
Ankara Üniversitesi,,qs,Ankara Üniversitesi
Aoyama Gakuin University,,qs,Aoyama Gakuin University
Athens University of Economics and Business,,qs,Athens University of Economics and Business
Auburn University,,qs,Auburn University
Australian Catholic University,,qs,Australian Catholic University
Babes-Bolyai University,,qs,Babes-Bolyai University
Baku State University,,qs,Baku State University
Banaras Hindu University,,qs,Banaras Hindu University
Baylor University,,qs,Baylor University
Benemérita Universidad Autónoma de Puebla,,qs,Benemérita Universidad Autónoma de Puebla
Binghamton University SUNY,,qs,Binghamton University SUNY
"Birla Institute of Technology and Science, Pilani",,qs,"Birla Institute of Technology and Science, Pilani"
Birzeit university,,qs,Birzeit university
Central South University,,qs,Central South University
Charles Sturt University,,qs,Charles Sturt University
Chongqing University,,qs,Chongqing University
Chungnam National University,,qs,Chungnam National University
Corvinus University of Budapest,,qs,Corvinus University of Budapest
Cukurova University,,qs,Cukurova University
Diponegoro University,,qs,Diponegoro University
Vasyl` Stus Donetsk National University,,qs,Vasyl` Stus Donetsk National University
Doshisha University,,qs,Doshisha University
Edinburgh Napier University,,qs,Edinburgh Napier University
Feng Chia University,,qs,Feng Chia University
Fordham University,,qs,Fordham University
Fu Jen Catholic University,,qs,Fu Jen Catholic University
Gazi Üniversitesi,,qs,Gazi Üniversitesi
George Mason University,,qs,George Mason University
Istanbul University,,qs,Istanbul University
Kazakh Ablai Khan University of International Relations and World Languages,,qs,Kazakh Ablai Khan University of International Relations and World Languages
Kent State University,,qs,Kent State University
Khon Kaen University,,qs,Khon Kaen University
King Mongkut's University of Technology Thonburi,,qs,King Mongkut's University of Technology Thonburi
Kyushu Institute of Technology,,qs,Kyushu Institute of Technology
University of Lodz,,qs,University of Lodz
London South Bank University,,qs,London South Bank University
Makerere University,,qs,Makerere University
Manchester Metropolitan University,,qs,Manchester Metropolitan University
Marquette University,,qs,Marquette University
Meiji University,,qs,Meiji University
Miami University,,qs,Miami University
New Jersey Institute of Technology (NJIT),,qs,New Jersey Institute of Technology (NJIT)
Nicolaus Copernicus University,,qs,Nicolaus Copernicus University
North-West University,,qs,North-West University
Nottingham Trent University,,qs,Nottingham Trent University
Novosibirsk State Technical University,,qs,Novosibirsk State Technical University
Ochanomizu University,,qs,Ochanomizu University
Ohio University,,qs,Ohio University
Oklahoma State University,,qs,Oklahoma State University
Panjab University,,qs,Panjab University
Plekhanov Russian University of Economics,,qs,Plekhanov Russian University of Economics
Pontificia Universidad Católica del Ecuador (PUCE),,qs,Pontificia Universidad Católica del Ecuador (PUCE)
Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),,qs,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS)
Prince of Songkla University,,qs,Prince of Songkla University
Ritsumeikan University,,qs,Ritsumeikan University
Ryerson University,,qs,Ryerson University
Saitama University,,qs,Saitama University
Samara National Research University (Samara University),,qs,Samara National Research University (Samara University)
San Diego State University,,qs,San Diego State University
Seoul National University of Science and Technology,,qs,Seoul National University of Science and Technology
Institute of Technology Sepuluh Nopember,,qs,Institute of Technology Sepuluh Nopember
Shahid Beheshti University (SBU),,qs,Shahid Beheshti University (SBU)
Shinshu University,,qs,Shinshu University
Southern Cross University,,qs,Southern Cross University
Sumy State University,,qs,Sumy State University
Robert Gordon University,,qs,Robert Gordon University
Tokai University,,qs,Tokai University
Universidad Austral de Chile,,qs,Universidad Austral de Chile
Universidad Autónoma de Nuevo León,,qs,Universidad Autónoma de Nuevo León
Universidad Autónoma del Estado de México (UAEMex),,qs,Universidad Autónoma del Estado de México (UAEMex)
Universidad de Castilla-La Mancha,,qs,Universidad de Castilla-La Mancha
Universidad de Guadalajara (UDG),,qs,Universidad de Guadalajara (UDG)
Universidad de las Américas Puebla (UDLAP),,qs,Universidad de las Américas Puebla (UDLAP)
Universidad de los Andes - (ULA) Mérida,,qs,Universidad de los Andes - (ULA) Mérida
Universidad de Monterrey (UDEM),,qs,Universidad de Monterrey (UDEM)
University of Murcia,,qs,University of Murcia
Universidad de Oviedo,,qs,Universidad de Oviedo
Universidad de Puerto Rico,,qs,Universidad de Puerto Rico
Universidad de Talca,,qs,Universidad de Talca
Universidad de Valparaíso (UV),,qs,Universidad de Valparaíso (UV)
Universidad del Norte,,qs,Universidad del Norte
Universidad del Rosario,,qs,Universidad del Rosario
Universidad del Valle,,qs,Universidad del Valle
Universidad Industrial de Santander - UIS,,qs,Universidad Industrial de Santander - UIS
Universidad Metropolitana,,qs,Universidad Metropolitana
Universidad Nacional Costa Rica,,qs,Universidad Nacional Costa Rica
Universidad Nacional de Cuyo,,qs,Universidad Nacional de Cuyo
Universidad Nacional de Mar del Plata,,qs,Universidad Nacional de Mar del Plata
Universidad Nacional de Rosario (UNR),,qs,Universidad Nacional de Rosario (UNR)
Universidad Nacional de Tucumà¡n,,qs,Universidad Nacional de Tucumà¡n
Universidad Nacional del Sur,,qs,Universidad Nacional del Sur
Universidad Nacional Mayor de San Marcos,,qs,Universidad Nacional Mayor de San Marcos
Universidad Panamericana (UP),,qs,Universidad Panamericana (UP)
Universidad Peruana Cayetano Heredia (UPCH),,qs,Universidad Peruana Cayetano Heredia (UPCH)
Universidad Rey Juan Carlos,,qs,Universidad Rey Juan Carlos
Universidad Técnica Federico Santa María (USM),,qs,Universidad Técnica Federico Santa María (USM)
Universidad Tecnológica Nacional (UTN),,qs,Universidad Tecnológica Nacional (UTN)
Universidade da Coruña,,qs,Universidade da Coruña
Universidade do Estado do Rio de Janeiro (UERJ),,qs,Universidade do Estado do Rio de Janeiro (UERJ)
Universidade Estadual de Londrina,,qs,Universidade Estadual de Londrina
Universidade Federal da Bahia,,qs,Universidade Federal da Bahia
Universidade Federal de Santa Maria,,qs,Universidade Federal de Santa Maria
Universidade Federal de Viçosa (UFV),,qs,Universidade Federal de Viçosa (UFV)
Universidade Federal do Ceará (UFC),,qs,Universidade Federal do Ceará (UFC)
Universidade Federal do Paraná - UFPR,,qs,Universidade Federal do Paraná - UFPR
Universidade Federal de Pernambuco (UFPE),,qs,Universidade Federal de Pernambuco (UFPE)
Universidade Federal Fluminense,,qs,Universidade Federal Fluminense
Catania University,,qs,Catania University
University of Siena,,qs,University of Siena
University of Palermo,,qs,University of Palermo
Universitas Muhammadiyah Surakarta,,qs,Universitas Muhammadiyah Surakarta
Universität Rostock,,qs,Universität Rostock
Université Charles-de-Gaulle Lille 3,,qs,Université Charles-de-Gaulle Lille 3
Université de Caen Basse-Normandie,,qs,Université de Caen Basse-Normandie
Université de Cergy-Pontoise,,qs,Université de Cergy-Pontoise
Université de Poitiers,,qs,Université de Poitiers
Université Jean Moulin Lyon 3,,qs,Université Jean Moulin Lyon 3
Université Lille 2 Droit et Santé,,qs,Université Lille 2 Droit et Santé
Université Mohammed V de Rabat,,qs,Université Mohammed V de Rabat
Université Paris Ouest Nanterre La Défense,,qs,Université Paris Ouest Nanterre La Défense
Universit Paul-Valery Montpellier 3,,qs,Universit Paul-Valery Montpellier 3
University of Arkansas,,qs,University of Arkansas
University of Bahrain,,qs,University of Bahrain
University of Bari,,qs,University of Bari
University of Belgrade,,qs,University of Belgrade
University of Brawijaya,,qs,University of Brawijaya
University of Central Lancashire,,qs,University of Central Lancashire
University of East London,,qs,University of East London
University of Engineering & Technology (UET) Lahore,,qs,University of Engineering & Technology (UET) Lahore
University of Ghana,,qs,University of Ghana
University of Greenwich,,qs,University of Greenwich
University of Karachi,,qs,University of Karachi
The University of Lahore,,qs,The University of Lahore
University of Maribor,,qs,University of Maribor
University of Mississippi,,qs,University of Mississippi
University of Montana Missoula,,qs,University of Montana Missoula
University of Mumbai,,qs,University of Mumbai
University of Nairobi,,qs,University of Nairobi
University of New England Australia,,qs,University of New England Australia
Savitribai Phule Pune University,,qs,Savitribai Phule Pune University
University of San Diego,,qs,University of San Diego
University of San Francisco,,qs,University of San Francisco
University of Santo Tomas,,qs,University of Santo Tomas
University of the Pacific,,qs,University of the Pacific
University of the Sunshine Coast,,qs,University of the Sunshine Coast
University of the Western Cape,,qs,University of the Western Cape
University of Wroclaw,,qs,University of Wroclaw
Université de Toulouse II-Le Mirail,,qs,Université de Toulouse II-Le Mirail
Utah State University,,qs,Utah State University
Verona University,,qs,Verona University
Voronezh State University,,qs,Voronezh State University
Vytautas Magnus University,,qs,Vytautas Magnus University
Universitatea de Vest din Timisoara /  West University of Timisoara,,qs,Universitatea de Vest din Timisoara /  West University of Timisoara
Wroclaw University of Technology,,qs,Wroclaw University of Technology
Baylor College of Medicine,,qs,Baylor College of Medicine
BI Norwegian Business School,,qs,BI Norwegian Business School
Chung-Ang University (CAU),,qs,Chung-Ang University (CAU)
Copenhagen Business School,,qs,Copenhagen Business School
Cranfield University,,qs,Cranfield University
ESCP Europe,,qs,ESCP Europe
ESSEC Business School,,qs,ESSEC Business School
EBS Business School,,qs,EBS Business School
HEC Paris School of Management,,qs,HEC Paris School of Management
INSEAD,,qs,INSEAD
Jawaharlal Nehru University,,qs,Jawaharlal Nehru University
Karolinska Institutet,,qs,Karolinska Institutet
King Abdullah University of Science & Technology,,qs,King Abdullah University of Science & Technology
London Business School,,qs,London Business School
Stockholm School of Economics,,qs,Stockholm School of Economics
Bocconi University,,qs,Bocconi University
Université de Technologie de Compiègne (UTC),,qs,Université de Technologie de Compiègne (UTC)
"University of California, San Francisco",,qs,"University of California, San Francisco"
"University of Economics, Prague",,qs,"University of Economics, Prague"
Weizmann Institute of Science,,qs,Weizmann Institute of Science
WHU - Otto Beisheim School of Management,,qs,WHU - Otto Beisheim School of Management
University of Oxford,United Kingdom,ti,University of Oxford
University of Cambridge,United Kingdom,ti,University of Cambridge
California Institute of Technology,United States,ti,California Institute of Technology
Stanford University,United States,ti,Stanford University
Massachusetts Institute of Technology,United States,ti,Massachusetts Institute of Technology
Harvard University,United States,ti,Harvard University
Princeton University,United States,ti,Princeton University
Imperial College London,United Kingdom,ti,Imperial College London
University of Chicago,United States,ti,University of Chicago
ETH Zurich – Swiss Federal Institute of Technology Zurich,Switzerland,ti,ETH Zurich – Swiss Federal Institute of Technology Zurich
University of Pennsylvania,United States,ti,University of Pennsylvania
Yale University,United States,ti,Yale University
Johns Hopkins University,United States,ti,Johns Hopkins University
Columbia University,United States,ti,Columbia University
"University of California, Los Angeles",United States,ti,"University of California, Los Angeles"
UCL,United Kingdom,ti,UCL
Duke University,United States,ti,Duke University
"University of California, Berkeley",United States,ti,"University of California, Berkeley"
Cornell University,United States,ti,Cornell University
Northwestern University,United States,ti,Northwestern University
University of Michigan,United States,ti,University of Michigan
National University of Singapore,Singapore,ti,National University of Singapore
University of Toronto,Canada,ti,University of Toronto
Carnegie Mellon University,United States,ti,Carnegie Mellon University
London School of Economics and Political Science,United Kingdom,ti,London School of Economics and Political Science
University of Washington,United States,ti,University of Washington
University of Edinburgh,United Kingdom,ti,University of Edinburgh
New York University,United States,ti,New York University
Peking University,China,ti,Peking University
Tsinghua University,China,ti,Tsinghua University
"University of California, San Diego",United States,ti,"University of California, San Diego"
University of Melbourne,Australia,ti,University of Melbourne
Georgia Institute of Technology,United States,ti,Georgia Institute of Technology
University of British Columbia,Canada,ti,University of British Columbia
LMU Munich,Germany,ti,LMU Munich
King’s College London,United Kingdom,ti,King’s College London
University of Illinois at Urbana-Champaign,United States,ti,University of Illinois at Urbana-Champaign
École Polytechnique Fédérale de Lausanne,Switzerland,ti,École Polytechnique Fédérale de Lausanne
Karolinska Institute,Sweden,ti,Karolinska Institute
University of Hong Kong,Hong Kong,ti,University of Hong Kong
Technical University of Munich,Germany,ti,Technical University of Munich
McGill University,Canada,ti,McGill University
University of Wisconsin-Madison,United States,ti,University of Wisconsin-Madison
Hong Kong University of Science and Technology,Hong Kong,ti,Hong Kong University of Science and Technology
Heidelberg University,Germany,ti,Heidelberg University
The University of Tokyo,Japan,ti,The University of Tokyo
KU Leuven,Belgium,ti,KU Leuven
Australian National University,Australia,ti,Australian National University
University of Texas at Austin,United States,ti,University of Texas at Austin
Brown University,United States,ti,Brown University
Washington University in St Louis,United States,ti,Washington University in St Louis
"Nanyang Technological University, Singapore",Singapore,ti,"Nanyang Technological University, Singapore"
"University of California, Santa Barbara",United States,ti,"University of California, Santa Barbara"
"University of California, Davis",United States,ti,"University of California, Davis"
University of Manchester,United Kingdom,ti,University of Manchester
University of Minnesota,United States,ti,University of Minnesota
University of North Carolina at Chapel Hill,United States,ti,University of North Carolina at Chapel Hill
Chinese University of Hong Kong,Hong Kong,ti,Chinese University of Hong Kong
University of Amsterdam,Netherlands,ti,University of Amsterdam
Purdue University,United States,ti,Purdue University
University of Sydney,Australia,ti,University of Sydney
Humboldt University of Berlin,Germany,ti,Humboldt University of Berlin
Delft University of Technology,Netherlands,ti,Delft University of Technology
Wageningen University & Research,Netherlands,ti,Wageningen University & Research
University of Queensland,Australia,ti,University of Queensland
University of Southern California,United States,ti,University of Southern California
Leiden University,Netherlands,ti,Leiden University
Utrecht University,Netherlands,ti,Utrecht University
"University of Maryland, College Park",United States,ti,"University of Maryland, College Park"
Boston University,United States,ti,Boston University
Ohio State University,United States,ti,Ohio State University
Erasmus University Rotterdam,Netherlands,ti,Erasmus University Rotterdam
Paris Sciences & Lettres – PSL University,France,ti,Paris Sciences & Lettres – PSL University
Kyoto University,Japan,ti,Kyoto University
Seoul National University,South Korea,ti,Seoul National University
University of Bristol,United Kingdom,ti,University of Bristol
Pennsylvania State University,United States,ti,Pennsylvania State University
McMaster University,Canada,ti,McMaster University
RWTH Aachen University,Germany,ti,RWTH Aachen University
University of Glasgow,United Kingdom,ti,University of Glasgow
Monash University,Australia,ti,Monash University
University of Freiburg,Germany,ti,University of Freiburg
University of Groningen,Netherlands,ti,University of Groningen
Michigan State University,United States,ti,Michigan State University
University of New South Wales,Australia,ti,University of New South Wales
Rice University,United States,ti,Rice University
Uppsala University,Sweden,ti,Uppsala University
Free University of Berlin,Germany,ti,Free University of Berlin
Dartmouth College,United States,ti,Dartmouth College
University of Helsinki,Finland,ti,University of Helsinki
University of Warwick,United Kingdom,ti,University of Warwick
Technical University of Berlin,Germany,ti,Technical University of Berlin
Lund University,Sweden,ti,Lund University
University of Tübingen,Germany,ti,University of Tübingen
University of Basel,Switzerland,ti,University of Basel
Korea Advanced Institute of Science and Technology (KAIST),South Korea,ti,Korea Advanced Institute of Science and Technology (KAIST)
Durham University,United Kingdom,ti,Durham University
Emory University,United States,ti,Emory University
"University of California, Irvine",United States,ti,"University of California, Irvine"
University of Bonn,Germany,ti,University of Bonn
University of Colorado Boulder,United States,ti,University of Colorado Boulder
University of Pittsburgh,United States,ti,University of Pittsburgh
Maastricht University,Netherlands,ti,Maastricht University
