key,type
4896,Teaching only
4897,Teaching only
4898,Teaching only
4899,Teaching only
4900,Teaching only
4901,Teaching only
4902,Teaching only
4903,Teaching only
4904,Teaching only
4905,Teaching only
4906,Teaching only
4907,Teaching only
4908,Teaching only
4909,Teaching only
4910,Teaching only
4911,Teaching only
4912,Teaching only
4913,Teaching only
4914,Teaching only
4915,Teaching only
4916,Teaching only
4917,Teaching only
4918,Teaching only
4919,Teaching only
4920,Teaching only
4921,Teaching only
4922,Teaching only
4923,Teaching only
4924,Teaching only
4925,Teaching only
4926,Teaching only
4927,Teaching only
4928,Teaching only
4929,Teaching only
4930,Teaching only
4931,Teaching only
4932,Teaching only
4933,Teaching only
4934,Teaching only
4935,Teaching only
4936,Teaching only
4937,Teaching only
4938,Teaching only
4939,Teaching only
4940,Teaching only
4941,Teaching only
4942,Teaching only
4943,Teaching only
4944,Teaching only
4945,Teaching only
4946,Teaching only
4947,Teaching only
4948,Teaching only
4949,Teaching only
4950,Teaching only
4951,Teaching only
4952,Teaching only
4953,Teaching only
4954,Teaching only
4955,Teaching only
4956,Teaching only
4957,Teaching only
4958,Teaching only
4959,Teaching only
4960,Teaching only
4961,Teaching only
4962,Teaching only
4963,Teaching only
4964,Teaching only
4965,Teaching only
4966,Teaching only
4967,Teaching only
4968,Teaching only
4969,Teaching only
4970,Teaching only
4971,Teaching only
4972,Teaching only
4973,Teaching only
4974,Teaching only
4975,Teaching only
4976,Teaching only
4977,Teaching only
4978,Teaching only
4979,Teaching only
4980,Teaching only
4981,Teaching only
4982,Teaching only
4983,Teaching only
4984,Teaching only
4985,Teaching only
4986,Teaching only
4987,Teaching only
4988,Teaching only
4989,Teaching only
4990,Teaching only
4991,Teaching only
4992,Teaching only
4993,Teaching only
4994,Teaching only
4995,Teaching only
4996,Teaching only
4997,Teaching only
4998,Teaching only
4999,Teaching only
5000,Teaching only
5001,Teaching only
5002,Teaching only
5003,Teaching only
5004,Teaching only
5005,Teaching only
5006,Teaching only
5007,Teaching only
5008,Teaching only
5009,Teaching only
5010,Teaching only
5011,Teaching only
5012,Teaching only
5013,Teaching only
5014,Teaching only
5015,Teaching only
5016,Teaching only
5017,Teaching only
5018,Teaching only
5019,Teaching only
5020,Teaching only
5021,Teaching only
5022,Teaching only
5023,Teaching only
5024,Teaching only
5025,Teaching only
5026,Teaching only
5027,Teaching only
5028,Teaching only
5029,Teaching only
5030,Teaching only
5031,Teaching only
5032,Teaching only
5033,Teaching only
5034,Teaching only
5035,Teaching only
5036,Teaching only
5037,Teaching only
5038,Teaching only
5039,Teaching only
5040,Teaching only
5041,Teaching only
5042,Teaching only
5043,Teaching only
5044,Teaching only
5045,Teaching only
5046,Teaching only
5047,Teaching only
5048,Teaching only
5049,Teaching only
5050,Teaching only
5051,Teaching only
5052,Teaching only
5053,Teaching only
5054,Teaching only
5055,Teaching only
5056,Teaching only
5057,Teaching only
5058,Teaching only
5059,Teaching only
5060,Teaching only
5061,Teaching only
5062,Teaching only
5063,Teaching only
5064,Teaching only
5065,Teaching only
5066,Teaching only
5067,Teaching only
5068,Teaching only
5069,Teaching only
5070,Teaching only
5071,Teaching only
5072,Teaching only
5073,Teaching only
5074,Teaching only
5075,Teaching only
5076,Teaching only
5077,Teaching only
5078,Teaching only
5079,Teaching only
5080,Teaching only
5081,Teaching only
5082,Teaching only
5083,Teaching only
5084,Teaching only
5085,Teaching only
5086,Teaching only
5087,Teaching only
5088,Teaching only
5089,Teaching only
5090,Teaching only
5091,Teaching only
5092,Teaching only
5093,Teaching only
5094,Teaching only
5095,Teaching only
5096,Teaching only
5097,Teaching only
5098,Teaching only
5099,Teaching only
5100,Teaching only
5101,Teaching only
5102,Teaching only
5103,Teaching only
5104,Teaching only
5105,Teaching only
5106,Teaching only
5107,Teaching only
5108,Teaching only
5109,Teaching only
5110,Teaching only
5111,Teaching only
5112,Teaching only
5113,Teaching only
5114,Teaching only
5115,Teaching only
5116,Teaching only
5117,Teaching only
5118,Teaching only
5119,Teaching only
5120,Teaching only
5121,Teaching only
5122,Teaching only
5123,Teaching only
5124,Teaching only
5125,Teaching only
5126,Teaching only
5127,Teaching only
5128,Teaching only
5129,Teaching only
5130,Teaching only
5131,Teaching only
5132,Teaching only
5133,Teaching only
5134,Teaching only
5135,Teaching only
5136,Teaching only
5137,Teaching only
5138,Teaching only
5139,Teaching only
5140,Teaching only
5141,Teaching only
5142,Teaching only
5143,Teaching only
5144,Teaching only
5145,Teaching only
5146,Teaching only
5147,Teaching only
5148,Teaching only
5149,Teaching only
5150,Teaching only
5151,Teaching only
5152,Teaching only
5153,Teaching only
5154,Teaching only
5155,Teaching only
5156,Teaching only
5157,Teaching only
5158,Teaching only
5159,Teaching only
5160,Teaching only
5161,Teaching only
5162,Teaching only
5163,Teaching only
5164,Teaching only
5165,Teaching only
5166,Teaching only
5167,Teaching only
5168,Teaching only
5169,Teaching only
5170,Teaching only
5171,Teaching only
5172,Teaching only
5173,Teaching only
5174,Teaching only
5175,Teaching only
5176,Teaching only
5177,Teaching only
5178,Teaching only
5179,Teaching only
5180,Teaching only
5181,Teaching only
5182,Teaching only
5183,Teaching only
5184,Teaching only
5185,Teaching only
5186,Teaching only
5187,Teaching only
5188,Teaching only
5189,Teaching only
5190,Teaching only
5191,Teaching only
5192,Teaching only
5193,Teaching only
5194,Teaching only
5195,Teaching only
5196,Teaching only
5197,Teaching only
5198,Teaching only
5199,Teaching only
5200,Teaching only
5201,Teaching only
5202,Teaching only
5203,Teaching only
5204,Teaching only
5205,Teaching only
5206,Teaching only
5207,Teaching only
5208,Teaching only
5209,Teaching only
5210,Teaching only
5211,Teaching only
5212,Teaching only
5213,Teaching only
5214,Teaching only
5215,Teaching only
5216,Teaching only
5217,Teaching only
5218,Teaching only
5219,Teaching only
5220,Teaching only
5221,Teaching only
5222,Teaching only
5223,Teaching only
5224,Teaching only
5225,Teaching only
5226,Teaching only
5227,Teaching only
5228,Teaching only
5229,Teaching only
5230,Teaching only
5231,Teaching only
5232,Teaching only
5233,Teaching only
5234,Teaching only
5235,Teaching only
5236,Teaching only
5237,Teaching only
5238,Teaching only
5239,Teaching only
5240,Teaching only
5241,Teaching only
5242,Teaching only
5243,Teaching only
5244,Teaching only
5245,Teaching only
5246,Teaching only
5247,Teaching only
5248,Teaching only
5249,Teaching only
5250,Teaching only
5251,Teaching only
5252,Teaching only
5253,Teaching only
5254,Teaching only
5255,Teaching only
5256,Teaching only
5257,Teaching only
5258,Teaching only
5259,Teaching only
5260,Teaching only
5261,Teaching only
5262,Teaching only
5263,Teaching only
5264,Teaching only
5265,Teaching only
5266,Teaching only
5267,Teaching only
5268,Teaching only
5269,Teaching only
5270,Teaching only
5271,Teaching only
5272,Teaching only
5273,Teaching only
5274,Teaching only
5275,Teaching only
5276,Teaching only
5277,Teaching only
5278,Teaching only
5279,Teaching only
5280,Teaching only
5281,Teaching only
5282,Teaching only
5283,Teaching only
5284,Teaching only
5285,Teaching only
5286,Teaching only
5287,Teaching only
5288,Teaching only
5289,Teaching only
5290,Teaching only
5291,Teaching only
5292,Teaching only
5293,Teaching only
5294,Teaching only
5295,Teaching only
5296,Teaching only
5297,Teaching only
5298,Teaching only
5299,Teaching only
5300,Teaching only
5301,Teaching only
5302,Teaching only
5303,Teaching only
5304,Teaching only
5305,Teaching only
5306,Teaching only
5307,Teaching only
5308,Teaching only
5309,Teaching only
5310,Teaching only
5311,Teaching only
5312,Teaching only
5313,Teaching only
5314,Teaching only
5315,Teaching only
5316,Teaching only
5317,Teaching only
5318,Teaching only
5319,Teaching only
5320,Teaching only
5321,Teaching only
5322,Teaching only
5323,Teaching only
5324,Teaching only
5325,Teaching only
5326,Teaching only
5327,Teaching only
5328,Teaching only
5329,Teaching only
5330,Teaching only
5331,Teaching only
5332,Teaching only
5333,Teaching only
5334,Teaching only
5335,Teaching only
5336,Teaching only
5337,Teaching only
5338,Teaching only
5339,Teaching only
5340,Teaching only
5341,Teaching only
5342,Teaching only
5343,Teaching only
5344,Teaching only
5345,Teaching only
5346,Teaching only
5347,Teaching only
5348,Teaching only
5349,Teaching only
5350,Teaching only
5351,Teaching only
5352,Teaching only
5353,Teaching only
5354,Teaching only
5355,Teaching only
5356,Teaching only
5357,Teaching only
5358,Teaching only
5359,Teaching only
5360,Teaching only
5361,Teaching only
5362,Teaching only
5363,Teaching only
5364,Teaching only
5365,Teaching only
5366,Teaching only
5367,Teaching only
5368,Teaching only
5369,Teaching only
5370,Teaching only
5371,Teaching only
5372,Teaching only
5373,Teaching only
5374,Teaching only
5375,Teaching only
5376,Teaching only
5377,Teaching only
5378,Teaching only
5379,Teaching only
5380,Teaching only
5381,Teaching only
5382,Teaching only
5383,Teaching only
5384,Teaching only
5385,Teaching only
5386,Teaching only
5387,Teaching only
5388,Teaching only
5389,Teaching only
5390,Teaching only
5391,Teaching only
5392,Teaching only
5393,Teaching only
5394,Teaching only
5395,Teaching only
5396,Teaching only
5397,Teaching only
5398,Teaching only
5399,Teaching only
5400,Teaching only
5401,Teaching only
5402,Teaching only
5403,Teaching only
5404,Teaching only
5405,Teaching only
5406,Teaching only
5407,Teaching only
5408,Teaching only
5409,Teaching only
5410,Teaching only
5411,Teaching only
5412,Teaching only
5413,Teaching only
5414,Teaching only
5415,Teaching only
5416,Teaching only
5417,Teaching only
5418,Teaching only
5419,Teaching only
5420,Teaching only
5421,Teaching only
5422,Teaching only
5423,Teaching only
5424,Teaching only
5425,Teaching only
5426,Teaching only
5427,Teaching only
5428,Teaching only
5429,Teaching only
5430,Teaching only
5431,Teaching only
5432,Teaching only
5433,Teaching only
5434,Teaching only
5435,Teaching only
5436,Teaching only
5437,Teaching only
5438,Teaching only
5439,Teaching only
5440,Teaching only
5441,Teaching only
5442,Teaching only
5443,Teaching only
5444,Teaching only
5445,Teaching only
5446,Teaching only
5447,Teaching only
5448,Teaching only
5449,Teaching only
5450,Teaching only
5451,Teaching only
5452,Teaching only
5453,Teaching only
5454,Teaching only
5455,Teaching only
5456,Teaching only
5457,Teaching only
5458,Teaching only
5459,Teaching only
5460,Teaching only
5461,Teaching only
5462,Teaching only
5463,Teaching only
5464,Teaching only
5465,Teaching only
5466,Teaching only
5467,Teaching only
5468,Teaching only
5469,Teaching only
5470,Teaching only
5471,Teaching only
5472,Teaching only
5473,Teaching only
5474,Teaching only
5475,Teaching only
5476,Teaching only
5477,Teaching only
5478,Teaching only
5479,Teaching only
5480,Teaching only
5481,Teaching only
5482,Teaching only
5483,Teaching only
5484,Teaching only
5485,Teaching only
5486,Teaching only
5487,Teaching only
5488,Teaching only
5489,Teaching only
5490,Teaching only
5491,Teaching only
5492,Teaching only
5493,Teaching only
5494,Teaching only
5495,Teaching only
5496,Teaching only
5497,Teaching only
5498,Teaching only
5499,Teaching only
5500,Teaching only
5501,Teaching only
5502,Teaching only
5503,Teaching only
5504,Teaching only
5505,Teaching only
5506,Teaching only
5507,Teaching only
5508,Teaching only
5509,Teaching only
5510,Teaching only
5511,Teaching only
5512,Teaching only
5513,Teaching only
5514,Teaching only
5515,Teaching only
5516,Teaching only
5517,Teaching only
5518,Teaching only
5519,Teaching only
5520,Teaching only
5521,Teaching only
5522,Teaching only
5523,Teaching only
5524,Teaching only
5525,Teaching only
5526,Teaching only
5527,Teaching only
5528,Teaching only
5529,Teaching only
5530,Teaching only
5531,Teaching only
5532,Teaching only
5533,Teaching only
5534,Teaching only
5535,Teaching only
5536,Teaching only
5537,Teaching only
5538,Teaching only
5539,Teaching only
5540,Teaching only
5541,Teaching only
5542,Teaching only
5543,Teaching only
5544,Teaching only
5545,Teaching only
5546,Teaching only
5547,Teaching only
5548,Teaching only
5549,Teaching only
5550,Teaching only
5551,Teaching only
5552,Teaching only
5553,Teaching only
5554,Teaching only
5555,Teaching only
5556,Teaching only
5557,Teaching only
5558,Teaching only
5559,Teaching only
5560,Teaching only
5561,Teaching only
5562,Teaching only
5563,Teaching only
5564,Teaching only
5565,Teaching only
5566,Teaching only
5567,Teaching only
5568,Teaching only
5569,Teaching only
5570,Teaching only
5571,Teaching only
5572,Teaching only
5573,Teaching only
5574,Teaching only
5575,Teaching only
5576,Teaching only
5577,Teaching only
5578,Teaching only
5579,Teaching only
5580,Teaching only
5581,Teaching only
5582,Teaching only
5583,Teaching only
5584,Teaching only
5585,Teaching only
5586,Teaching only
5587,Teaching only
5588,Teaching only
5589,Teaching only
5590,Teaching only
5591,Teaching only
5592,Teaching only
5593,Teaching only
5594,Teaching only
5595,Teaching only
5596,Teaching only
5597,Teaching only
5598,Teaching only
5599,Teaching only
5600,Teaching only
5601,Teaching only
5602,Teaching only
5603,Teaching only
5604,Teaching only
5605,Teaching only
5606,Teaching only
5607,Teaching only
5608,Teaching only
5609,Teaching only
5610,Teaching only
5611,Teaching only
5612,Teaching only
5613,Teaching only
5614,Teaching only
5615,Teaching only
5616,Teaching only
5617,Teaching only
5618,Teaching only
5619,Teaching only
5620,Teaching only
5621,Teaching only
5622,Teaching only
5623,Teaching only
5624,Teaching only
5625,Teaching only
5626,Teaching only
5627,Teaching only
5628,Teaching only
5629,Teaching only
5630,Teaching only
5631,Teaching only
5632,Teaching only
5633,Teaching only
5634,Teaching only
5635,Teaching only
5636,Teaching only
5637,Teaching only
5638,Teaching only
5639,Teaching only
5640,Teaching only
5641,Teaching only
5642,Teaching only
5643,Teaching only
5644,Teaching only
5645,Teaching only
5646,Teaching only
5647,Teaching only
5648,Teaching only
5649,Teaching only
5650,Teaching only
5651,Teaching only
5652,Teaching only
5653,Teaching only
5654,Teaching only
5655,Teaching only
5656,Teaching only
5657,Teaching only
5658,Teaching only
5659,Teaching only
5660,Teaching only
5661,Teaching only
5662,Teaching only
5663,Teaching only
5664,Teaching only
5665,Teaching only
5666,Teaching only
5667,Teaching only
5668,Teaching only
5669,Teaching only
5670,Teaching only
5671,Teaching only
5672,Teaching only
5673,Teaching only
5674,Teaching only
5675,Teaching only
5676,Teaching only
5677,Teaching only
5678,Teaching only
5679,Teaching only
5680,Teaching only
5681,Teaching only
5682,Teaching only
5683,Teaching only
5684,Teaching only
5685,Teaching only
5686,Teaching only
5687,Teaching only
5688,Teaching only
5689,Teaching only
5690,Teaching only
5691,Teaching only
5692,Teaching only
5693,Teaching only
5694,Teaching only
5695,Teaching only
5696,Teaching only
5697,Teaching only
5698,Teaching only
5699,Teaching only
5700,Teaching only
5701,Teaching only
5702,Teaching only
5703,Teaching only
5704,Teaching only
5705,Teaching only
5706,Teaching only
5707,Teaching only
5708,Teaching only
5709,Teaching only
